ProjectName,ProjectVersion,IssueTracker,URL,Severity
Compress,24,jira,https://issues.apache.org/jira/browse/COMPRESS-262,Critical
Compress,25,jira,https://issues.apache.org/jira/browse/COMPRESS-264,Low
Compress,26,jira,https://issues.apache.org/jira/browse/COMPRESS-277,High
Compress,27,jira,https://issues.apache.org/jira/browse/COMPRESS-278,High
Compress,28,jira,https://issues.apache.org/jira/browse/COMPRESS-279,High
Compress,29,jira,https://issues.apache.org/jira/browse/COMPRESS-306,High
Compress,30,jira,https://issues.apache.org/jira/browse/COMPRESS-309,High
Compress,31,jira,https://issues.apache.org/jira/browse/COMPRESS-301,High
Compress,32,jira,https://issues.apache.org/jira/browse/COMPRESS-314,Low
Compress,33,jira,https://issues.apache.org/jira/browse/COMPRESS-316,High
Compress,34,jira,https://issues.apache.org/jira/browse/COMPRESS-321,High
Compress,35,jira,https://issues.apache.org/jira/browse/COMPRESS-335,High
Compress,36,jira,https://issues.apache.org/jira/browse/COMPRESS-348,Low
Compress,37,jira,https://issues.apache.org/jira/browse/COMPRESS-355,High
Compress,38,jira,https://issues.apache.org/jira/browse/COMPRESS-356,High
Compress,39,jira,https://issues.apache.org/jira/browse/COMPRESS-351,High
Compress,40,jira,https://issues.apache.org/jira/browse/COMPRESS-363,High
Compress,41,jira,https://issues.apache.org/jira/browse/COMPRESS-367,Low
Compress,42,jira,https://issues.apache.org/jira/browse/COMPRESS-379,High
Compress,43,jira,https://issues.apache.org/jira/browse/COMPRESS-394,Low
Compress,44,jira,https://issues.apache.org/jira/browse/COMPRESS-412,Low
Compress,45,jira,https://issues.apache.org/jira/browse/COMPRESS-411,Low
Compress,46,jira,https://issues.apache.org/jira/browse/COMPRESS-416,High
Compress,47,jira,https://issues.apache.org/jira/browse/COMPRESS-436,High
Csv,1,jira,https://issues.apache.org/jira/browse/CSV-75,High
Csv,2,jira,https://issues.apache.org/jira/browse/CSV-96,High
Csv,3,jira,https://issues.apache.org/jira/browse/CSV-58,High
Csv,4,jira,https://issues.apache.org/jira/browse/CSV-100,High
Csv,5,jira,https://issues.apache.org/jira/browse/CSV-106,High
Csv,6,jira,https://issues.apache.org/jira/browse/CSV-111,High
Csv,7,jira,https://issues.apache.org/jira/browse/CSV-112,High
Csv,8,jira,https://issues.apache.org/jira/browse/CSV-114,High
Csv,9,jira,https://issues.apache.org/jira/browse/CSV-118,High
Csv,10,jira,https://issues.apache.org/jira/browse/CSV-120,Low
Csv,11,jira,https://issues.apache.org/jira/browse/CSV-122,High
Csv,12,jira,https://issues.apache.org/jira/browse/CSV-128,High
Csv,13,jira,https://issues.apache.org/jira/browse/CSV-168,Low
Csv,14,jira,https://issues.apache.org/jira/browse/CSV-171,Low
Csv,15,jira,https://issues.apache.org/jira/browse/CSV-219,High
Csv,16,jira,https://issues.apache.org/jira/browse/CSV-224,Low
Gson,1,,https://github.com/google/gson/issues/40,
Gson,2,,https://github.com/google/gson/pull/719,
Gson,3,,https://github.com/google/gson/issues/624,
Gson,4,,https://github.com/google/gson/pull/773,
Gson,5,,https://github.com/google/gson/issues/768,
Gson,6,,https://github.com/google/gson/pull/800,
Gson,7,,https://github.com/google/gson/issues/604,
Gson,8,,https://github.com/google/gson/issues/817,
Gson,9,,https://github.com/google/gson/pull/836,
Gson,10,,https://github.com/google/gson/issues/831,
Gson,11,,https://github.com/google/gson/pull/964,
Gson,12,,https://github.com/google/gson/issues/1013,
Gson,13,,https://github.com/google/gson/issues/1053,
Gson,14,,https://github.com/google/gson/issues/1074,
Gson,15,,https://github.com/google/gson/issues/1090,
Gson,16,,https://github.com/google/gson/pull/1128,
Gson,17,,https://github.com/google/gson/pull/1100,
Gson,18,,https://github.com/google/gson/issues/1107,
JacksonCore,1,,https://github.com/FasterXML/jackson-core/issues/98,
JacksonCore,2,,https://github.com/FasterXML/jackson-core/issues/105,
JacksonCore,3,,https://github.com/FasterXML/jackson-core/issues/111,
JacksonCore,4,,https://github.com/FasterXML/jackson-core/issues/152,
JacksonCore,5,,https://github.com/FasterXML/jackson-core/issues/173,
JacksonCore,6,,https://github.com/FasterXML/jackson-core/issues/176,
JacksonCore,7,,https://github.com/FasterXML/jackson-core/issues/177,
JacksonCore,8,,https://github.com/FasterXML/jackson-core/issues/182,
JacksonCore,9,,https://github.com/FasterXML/jackson-core/issues/188,
JacksonCore,10,,https://github.com/FasterXML/jackson-core/issues/207,
JacksonCore,11,,https://github.com/FasterXML/jackson-core/issues/216,
JacksonCore,12,,https://github.com/FasterXML/jackson-core/issues/37,
JacksonCore,13,,https://github.com/FasterXML/jackson-core/pull/246,
JacksonCore,14,,https://github.com/FasterXML/jackson-core/issues/255,
JacksonCore,15,,https://github.com/FasterXML/jackson-core/issues/209,
JacksonCore,16,,https://github.com/FasterXML/jackson-core/issues/296,
JacksonCore,17,,https://github.com/FasterXML/jackson-core/issues/307,
JacksonCore,18,,https://github.com/FasterXML/jackson-core/issues/315,
JacksonCore,19,,https://github.com/FasterXML/jackson-core/issues/317,
JacksonCore,20,,https://github.com/FasterXML/jackson-core/issues/318,
JacksonCore,21,,https://github.com/FasterXML/jackson-core/issues/330,
JacksonCore,22,,https://github.com/FasterXML/jackson-core/issues/208,
JacksonCore,23,,https://github.com/FasterXML/jackson-core/issues/502,
JacksonCore,24,,https://github.com/FasterXML/jackson-core/issues/508,
JacksonCore,25,,https://github.com/FasterXML/jackson-core/pull/510,
JacksonCore,26,,https://github.com/FasterXML/jackson-core/issues/531,
JacksonDatabind,1,,https://github.com/FasterXML/jackson-databind/issues/223,
JacksonDatabind,2,,https://github.com/FasterXML/jackson-databind/issues/467,
JacksonDatabind,3,,https://github.com/FasterXML/jackson-databind/issues/479,
JacksonDatabind,4,,https://github.com/FasterXML/jackson-databind/issues/506,
JacksonDatabind,5,,https://github.com/FasterXML/jackson-databind/issues/515,
JacksonDatabind,6,,https://github.com/FasterXML/jackson-databind/issues/570,
JacksonDatabind,7,,https://github.com/FasterXML/jackson-databind/issues/592,
JacksonDatabind,8,,https://github.com/FasterXML/jackson-databind/issues/667,
JacksonDatabind,9,,https://github.com/FasterXML/jackson-databind/issues/682,
JacksonDatabind,10,,https://github.com/FasterXML/jackson-databind/issues/705,
JacksonDatabind,11,,https://github.com/FasterXML/jackson-databind/issues/609,
JacksonDatabind,12,,https://github.com/FasterXML/jackson-databind/issues/735,
JacksonDatabind,13,,https://github.com/FasterXML/jackson-databind/issues/742,
JacksonDatabind,14,,https://github.com/FasterXML/jackson-databind/issues/744,
JacksonDatabind,15,,https://github.com/FasterXML/jackson-databind/issues/731,
JacksonDatabind,16,,https://github.com/FasterXML/jackson-databind/issues/771,
JacksonDatabind,17,,https://github.com/FasterXML/jackson-databind/issues/793,
JacksonDatabind,18,,https://github.com/FasterXML/jackson-databind/issues/734,
JacksonDatabind,19,,https://github.com/FasterXML/jackson-databind/issues/810,
JacksonDatabind,20,,https://github.com/FasterXML/jackson-databind/issues/815,
JacksonDatabind,21,,https://github.com/FasterXML/jackson-databind/issues/677,
JacksonDatabind,22,,https://github.com/FasterXML/jackson-databind/issues/848,
JacksonDatabind,23,,https://github.com/FasterXML/jackson-databind/issues/849,
JacksonDatabind,24,,https://github.com/FasterXML/jackson-databind/issues/889,
JacksonDatabind,25,,https://github.com/FasterXML/jackson-databind/issues/890,
JacksonDatabind,26,,https://github.com/FasterXML/jackson-databind/issues/899,
JacksonDatabind,27,,https://github.com/FasterXML/jackson-databind/issues/928,
JacksonDatabind,28,,https://github.com/FasterXML/jackson-databind/issues/941,
JacksonDatabind,29,,https://github.com/FasterXML/jackson-databind/pull/942,
JacksonDatabind,30,,https://github.com/FasterXML/jackson-databind/issues/965,
JacksonDatabind,31,,https://github.com/FasterXML/jackson-databind/issues/984,
JacksonDatabind,32,,https://github.com/FasterXML/jackson-databind/issues/989,
JacksonDatabind,33,,https://github.com/FasterXML/jackson-databind/issues/1013,
JacksonDatabind,34,,https://github.com/FasterXML/jackson-databind/issues/1045,
JacksonDatabind,35,,https://github.com/FasterXML/jackson-databind/issues/1051,
JacksonDatabind,36,,https://github.com/FasterXML/jackson-databind/issues/803,
JacksonDatabind,37,,https://github.com/FasterXML/jackson-databind/issues/1083,
JacksonDatabind,38,,https://github.com/FasterXML/jackson-databind/issues/1102,
JacksonDatabind,39,,https://github.com/FasterXML/jackson-databind/issues/1108,
JacksonDatabind,40,,https://github.com/FasterXML/jackson-databind/issues/1095,
JacksonDatabind,41,,https://github.com/FasterXML/jackson-databind/issues/1115,
JacksonDatabind,42,,https://github.com/FasterXML/jackson-databind/issues/1123,
JacksonDatabind,43,,https://github.com/FasterXML/jackson-databind/pull/1150,
JacksonDatabind,44,,https://github.com/FasterXML/jackson-databind/issues/1125,
JacksonDatabind,45,,https://github.com/FasterXML/jackson-databind/pull/1155,
JacksonDatabind,46,,https://github.com/FasterXML/jackson-databind/issues/1194,
JacksonDatabind,47,,https://github.com/FasterXML/jackson-databind/issues/1231,
JacksonDatabind,48,,https://github.com/FasterXML/jackson-databind/issues/1223,
JacksonDatabind,49,,https://github.com/FasterXML/jackson-databind/issues/1255,
JacksonDatabind,50,,https://github.com/FasterXML/jackson-databind/issues/1261,
JacksonDatabind,51,,https://github.com/FasterXML/jackson-databind/issues/1270,
JacksonDatabind,52,,https://github.com/FasterXML/jackson-databind/issues/999,
JacksonDatabind,53,,https://github.com/FasterXML/jackson-databind/issues/1215,
JacksonDatabind,54,,https://github.com/FasterXML/jackson-databind/issues/1256,
JacksonDatabind,55,,https://github.com/FasterXML/jackson-databind/issues/1322,
JacksonDatabind,56,,https://github.com/FasterXML/jackson-databind/issues/1344,
JacksonDatabind,57,,https://github.com/FasterXML/jackson-databind/issues/1362,
JacksonDatabind,58,,https://github.com/FasterXML/jackson-databind/issues/877,
JacksonDatabind,59,,https://github.com/FasterXML/jackson-databind/issues/1384,
JacksonDatabind,60,,https://github.com/FasterXML/jackson-databind/issues/1385,
JacksonDatabind,61,,https://github.com/FasterXML/jackson-databind/issues/1395,
JacksonDatabind,62,,https://github.com/FasterXML/jackson-databind/issues/1392,
JacksonDatabind,63,,https://github.com/FasterXML/jackson-databind/issues/1403,
JacksonDatabind,64,,https://github.com/FasterXML/jackson-databind/issues/1417,
JacksonDatabind,65,,https://github.com/FasterXML/jackson-databind/issues/1429,
JacksonDatabind,66,,https://github.com/FasterXML/jackson-databind/issues/1441,
JacksonDatabind,67,,https://github.com/FasterXML/jackson-databind/issues/1445,
JacksonDatabind,68,,https://github.com/FasterXML/jackson-databind/issues/1421,
JacksonDatabind,69,,https://github.com/FasterXML/jackson-databind/issues/1476,
JacksonDatabind,70,,https://github.com/FasterXML/jackson-databind/issues/1493,
JacksonDatabind,71,,https://github.com/FasterXML/jackson-databind/issues/1506,
JacksonDatabind,72,,https://github.com/FasterXML/jackson-databind/issues/1501,
JacksonDatabind,73,,https://github.com/FasterXML/jackson-databind/issues/935,
JacksonDatabind,74,,https://github.com/FasterXML/jackson-databind/issues/1533,
JacksonDatabind,75,,https://github.com/FasterXML/jackson-databind/issues/1543,
JacksonDatabind,76,,https://github.com/FasterXML/jackson-databind/issues/1573,
JacksonDatabind,77,,https://github.com/FasterXML/jackson-databind/issues/1599,
JacksonDatabind,78,,https://github.com/FasterXML/jackson-databind/issues/1599,
JacksonDatabind,79,,https://github.com/FasterXML/jackson-databind/issues/1607,
JacksonDatabind,80,,https://github.com/FasterXML/jackson-databind/issues/1616,
JacksonDatabind,81,,https://github.com/FasterXML/jackson-databind/issues/1592,
JacksonDatabind,82,,https://github.com/FasterXML/jackson-databind/issues/1595,
JacksonDatabind,83,,https://github.com/FasterXML/jackson-databind/issues/1629,
JacksonDatabind,84,,https://github.com/FasterXML/jackson-databind/issues/1647,
JacksonDatabind,85,,https://github.com/FasterXML/jackson-databind/issues/1648,
JacksonDatabind,86,,https://github.com/FasterXML/jackson-databind/issues/1647,
JacksonDatabind,87,,https://github.com/FasterXML/jackson-databind/issues/1657,
JacksonDatabind,88,,https://github.com/FasterXML/jackson-databind/issues/1735,
JacksonDatabind,89,,https://github.com/FasterXML/jackson-databind/issues/1737,
JacksonDatabind,90,,https://github.com/FasterXML/jackson-databind/issues/1804,
JacksonDatabind,91,,https://github.com/FasterXML/jackson-databind/issues/1809,
JacksonDatabind,92,,https://github.com/FasterXML/jackson-databind/issues/1737,
JacksonDatabind,93,,https://github.com/FasterXML/jackson-databind/issues/1872,
JacksonDatabind,94,,https://github.com/FasterXML/jackson-databind/issues/1931,
JacksonDatabind,95,,https://github.com/FasterXML/jackson-databind/issues/1941,
JacksonDatabind,96,,https://github.com/FasterXML/jackson-databind/issues/2051,
JacksonDatabind,97,,https://github.com/FasterXML/jackson-databind/issues/1991,
JacksonDatabind,98,,https://github.com/FasterXML/jackson-databind/issues/1328,
JacksonDatabind,99,,https://github.com/FasterXML/jackson-databind/issues/2109,
JacksonDatabind,100,,https://github.com/FasterXML/jackson-databind/issues/2096,
JacksonDatabind,101,,https://github.com/FasterXML/jackson-databind/issues/2088,
JacksonDatabind,102,,https://github.com/FasterXML/jackson-databind/issues/2064,
JacksonDatabind,103,,https://github.com/FasterXML/jackson-databind/issues/2128,
JacksonDatabind,104,,https://github.com/FasterXML/jackson-databind/issues/2167,
JacksonDatabind,105,,https://github.com/FasterXML/jackson-databind/issues/2197,
JacksonDatabind,106,,https://github.com/FasterXML/jackson-databind/issues/2189,
JacksonDatabind,107,,https://github.com/FasterXML/jackson-databind/issues/2221,
JacksonDatabind,108,,https://github.com/FasterXML/jackson-databind/issues/2211,
JacksonDatabind,109,,https://github.com/FasterXML/jackson-databind/issues/2230,
JacksonDatabind,110,,https://github.com/FasterXML/jackson-databind/issues/2265,
JacksonDatabind,111,,https://github.com/FasterXML/jackson-databind/issues/2303,
JacksonDatabind,112,,https://github.com/FasterXML/jackson-databind/issues/2324,
JacksonXml,1,,https://github.com/FasterXML/jackson-dataformat-xml/issues/180,
JacksonXml,2,,https://github.com/FasterXML/jackson-dataformat-xml/issues/196,
JacksonXml,3,,https://github.com/FasterXML/jackson-dataformat-xml/issues/204,
JacksonXml,4,,https://github.com/FasterXML/jackson-dataformat-xml/issues/213,
JacksonXml,5,,https://github.com/FasterXML/jackson-dataformat-xml/issues/282,
JacksonXml,6,,https://github.com/FasterXML/jackson-dataformat-xml/issues/270,
Jsoup,1,,https://github.com/jhy/jsoup/issues/23,
Jsoup,2,,https://github.com/jhy/jsoup/issues/22,
Jsoup,3,,https://github.com/jhy/jsoup/issues/21,
Jsoup,4,,https://github.com/jhy/jsoup/issues/31,
Jsoup,5,,https://github.com/jhy/jsoup/issues/32,
Jsoup,6,,https://github.com/jhy/jsoup/issues/34,
Jsoup,7,,https://github.com/jhy/jsoup/issues/43,
Jsoup,8,,https://github.com/jhy/jsoup/issues/45,
Jsoup,9,,https://github.com/jhy/jsoup/issues/46,
Jsoup,10,,https://github.com/jhy/jsoup/issues/49,
Jsoup,11,,https://github.com/jhy/jsoup/issues/36,
Jsoup,12,,https://github.com/jhy/jsoup/issues/52,
Jsoup,13,,https://github.com/jhy/jsoup/issues/97,
Jsoup,14,,https://github.com/jhy/jsoup/issues/82,
Jsoup,15,,https://github.com/jhy/jsoup/issues/104,
Jsoup,16,,https://github.com/jhy/jsoup/issues/109,
Jsoup,17,,https://github.com/jhy/jsoup/issues/107,
Jsoup,18,,https://github.com/jhy/jsoup/issues/110,
Jsoup,19,,https://github.com/jhy/jsoup/issues/127,
Jsoup,20,,https://github.com/jhy/jsoup/issues/134,
Jsoup,21,,https://github.com/jhy/jsoup/issues/179,
Jsoup,22,,https://github.com/jhy/jsoup/issues/184,
Jsoup,23,,https://github.com/jhy/jsoup/issues/145,
Jsoup,24,,https://github.com/jhy/jsoup/issues/115,
Jsoup,25,,https://github.com/jhy/jsoup/issues/167,
Jsoup,26,,https://github.com/jhy/jsoup/issues/154,
Jsoup,27,,https://github.com/jhy/jsoup/issues/215,
Jsoup,28,,https://github.com/jhy/jsoup/issues/224,
Jsoup,29,,https://github.com/jhy/jsoup/issues/168,
Jsoup,30,,https://github.com/jhy/jsoup/issues/246,
Jsoup,31,,https://github.com/jhy/jsoup/issues/242,
Jsoup,32,,https://github.com/jhy/jsoup/issues/278,
Jsoup,33,,https://github.com/jhy/jsoup/issues/305,
Jsoup,34,,https://github.com/jhy/jsoup/issues/349,
Jsoup,35,,https://github.com/jhy/jsoup/issues/313,
Jsoup,36,,https://github.com/jhy/jsoup/issues/321,
Jsoup,37,,https://github.com/jhy/jsoup/issues/368,
Jsoup,38,,https://github.com/jhy/jsoup/issues/364,
Jsoup,39,,https://github.com/jhy/jsoup/issues/348,
Jsoup,40,,https://github.com/jhy/jsoup/issues/460,
Jsoup,41,,https://github.com/jhy/jsoup/issues/537,
Jsoup,42,,https://github.com/jhy/jsoup/issues/489,
Jsoup,43,,https://github.com/jhy/jsoup/issues/554,
Jsoup,44,,https://github.com/jhy/jsoup/issues/552,
Jsoup,45,,https://github.com/jhy/jsoup/issues/575,
Jsoup,46,,https://github.com/jhy/jsoup/issues/523,
Jsoup,47,,https://github.com/jhy/jsoup/issues/528,
Jsoup,48,,https://github.com/jhy/jsoup/issues/618,
Jsoup,49,,https://github.com/jhy/jsoup/issues/689,
Jsoup,50,,https://github.com/jhy/jsoup/issues/695,
Jsoup,51,,https://github.com/jhy/jsoup/issues/667,
Jsoup,52,,https://github.com/jhy/jsoup/issues/701,
Jsoup,53,,https://github.com/jhy/jsoup/issues/611,
Jsoup,54,,https://github.com/jhy/jsoup/issues/721,
Jsoup,55,,https://github.com/jhy/jsoup/issues/746,
Jsoup,56,,https://github.com/jhy/jsoup/issues/408,
Jsoup,57,,https://github.com/jhy/jsoup/issues/759,
Jsoup,58,,https://github.com/jhy/jsoup/issues/245,
Jsoup,59,,https://github.com/jhy/jsoup/issues/793,
Jsoup,60,,https://github.com/jhy/jsoup/issues/803,
Jsoup,61,,https://github.com/jhy/jsoup/issues/814,
Jsoup,62,,https://github.com/jhy/jsoup/issues/819,
Jsoup,63,,https://github.com/jhy/jsoup/issues/868,
Jsoup,64,,https://github.com/jhy/jsoup/issues/906,
Jsoup,65,,https://github.com/jhy/jsoup/issues/807,
Jsoup,66,,https://github.com/jhy/jsoup/issues/951,
Jsoup,67,,https://github.com/jhy/jsoup/issues/955,
Jsoup,68,,https://github.com/jhy/jsoup/issues/966,
Jsoup,69,,https://github.com/jhy/jsoup/issues/429,
Jsoup,70,,https://github.com/jhy/jsoup/issues/722,
Jsoup,71,,https://github.com/jhy/jsoup/issues/550,
Jsoup,72,,https://github.com/jhy/jsoup/issues/972,
Jsoup,73,,https://github.com/jhy/jsoup/issues/977,
Jsoup,74,,https://github.com/jhy/jsoup/issues/978,
Jsoup,75,,https://github.com/jhy/jsoup/issues/985,
Jsoup,76,,https://github.com/jhy/jsoup/issues/825,
Jsoup,77,,https://github.com/jhy/jsoup/issues/998,
Jsoup,78,,https://github.com/jhy/jsoup/issues/980,
Jsoup,79,,https://github.com/jhy/jsoup/issues/1032,
Jsoup,80,,https://github.com/jhy/jsoup/issues/1015,
Jsoup,81,,https://github.com/jhy/jsoup/issues/1009,
Jsoup,82,,https://github.com/jhy/jsoup/issues/1007,
Jsoup,83,,https://github.com/jhy/jsoup/issues/797,
Jsoup,84,,https://github.com/jhy/jsoup/issues/848,
Jsoup,85,,https://github.com/jhy/jsoup/issues/1159,
Jsoup,86,,https://github.com/jhy/jsoup/issues/1139,
Jsoup,87,,https://github.com/jhy/jsoup/issues/1149,
Jsoup,88,,https://github.com/jhy/jsoup/issues/1065,
Jsoup,89,,https://github.com/jhy/jsoup/issues/1107,
Jsoup,90,,https://github.com/jhy/jsoup/issues/1172,
Jsoup,91,,https://github.com/jhy/jsoup/issues/1192,
Jsoup,92,,https://github.com/jhy/jsoup/issues/1219,
Jsoup,93,,https://github.com/jhy/jsoup/issues/1231,
JxPath,1,jira,https://issues.apache.org/jira/browse/JXPATH-12,High
JxPath,2,jira,https://issues.apache.org/jira/browse/JXPATH-50,High
JxPath,3,jira,https://issues.apache.org/jira/browse/JXPATH-68,High
JxPath,4,jira,https://issues.apache.org/jira/browse/JXPATH-83,High
JxPath,5,jira,https://issues.apache.org/jira/browse/JXPATH-89,High
JxPath,6,jira,https://issues.apache.org/jira/browse/JXPATH-94,High
JxPath,7,jira,https://issues.apache.org/jira/browse/JXPATH-93,High
JxPath,8,jira,https://issues.apache.org/jira/browse/JXPATH-95,High
JxPath,9,jira,https://issues.apache.org/jira/browse/JXPATH-95,High
JxPath,10,jira,https://issues.apache.org/jira/browse/JXPATH-93,High
JxPath,11,jira,https://issues.apache.org/jira/browse/JXPATH-97,High
JxPath,12,jira,https://issues.apache.org/jira/browse/JXPATH-97,High
JxPath,13,jira,https://issues.apache.org/jira/browse/JXPATH-97,High
JxPath,14,jira,https://issues.apache.org/jira/browse/JXPATH-102,High
JxPath,15,jira,https://issues.apache.org/jira/browse/JXPATH-100,High
JxPath,16,jira,https://issues.apache.org/jira/browse/JXPATH-114,Low
JxPath,17,jira,https://issues.apache.org/jira/browse/JXPATH-109,High
JxPath,18,jira,https://issues.apache.org/jira/browse/JXPATH-115,Low
JxPath,19,jira,https://issues.apache.org/jira/browse/JXPATH-125,High
JxPath,20,jira,https://issues.apache.org/jira/browse/JXPATH-149,Low
JxPath,21,jira,https://issues.apache.org/jira/browse/JXPATH-151,Critical
JxPath,22,jira,https://issues.apache.org/jira/browse/JXPATH-154,High
Lang,1,jira,https://issues.apache.org/jira/browse/LANG-747,High
Lang,3,jira,https://issues.apache.org/jira/browse/LANG-693,Low
Lang,4,jira,https://issues.apache.org/jira/browse/LANG-882,High
Lang,5,jira,https://issues.apache.org/jira/browse/LANG-865,High
Lang,6,jira,https://issues.apache.org/jira/browse/LANG-857,Low
Lang,7,jira,https://issues.apache.org/jira/browse/LANG-822,High
Lang,8,jira,https://issues.apache.org/jira/browse/LANG-818,High
Lang,9,jira,https://issues.apache.org/jira/browse/LANG-832,High
Lang,10,jira,https://issues.apache.org/jira/browse/LANG-831,High
Lang,11,jira,https://issues.apache.org/jira/browse/LANG-807,Low
Lang,12,jira,https://issues.apache.org/jira/browse/LANG-805,Critical
Lang,13,jira,https://issues.apache.org/jira/browse/LANG-788,High
Lang,14,jira,https://issues.apache.org/jira/browse/LANG-786,High
Lang,15,jira,https://issues.apache.org/jira/browse/LANG-775,High
Lang,16,jira,https://issues.apache.org/jira/browse/LANG-746,High
Lang,17,jira,https://issues.apache.org/jira/browse/LANG-720,High
Lang,18,jira,https://issues.apache.org/jira/browse/LANG-719,High
Lang,19,jira,https://issues.apache.org/jira/browse/LANG-710,Low
Lang,20,jira,https://issues.apache.org/jira/browse/LANG-703,High
Lang,21,jira,https://issues.apache.org/jira/browse/LANG-677,High
Lang,22,jira,https://issues.apache.org/jira/browse/LANG-662,Low
Lang,23,jira,https://issues.apache.org/jira/browse/LANG-636,High
Lang,24,jira,https://issues.apache.org/jira/browse/LANG-664,High
Lang,25,jira,https://issues.apache.org/jira/browse/LANG-658,High
Lang,26,jira,https://issues.apache.org/jira/browse/LANG-645,High
Lang,27,jira,https://issues.apache.org/jira/browse/LANG-638,High
Lang,28,jira,https://issues.apache.org/jira/browse/LANG-617,Low
Lang,29,jira,https://issues.apache.org/jira/browse/LANG-624,High
Lang,30,jira,https://issues.apache.org/jira/browse/LANG-607,Low
Lang,31,jira,https://issues.apache.org/jira/browse/LANG-607,Low
Lang,32,jira,https://issues.apache.org/jira/browse/LANG-586,High
Lang,33,jira,https://issues.apache.org/jira/browse/LANG-587,High
Lang,34,jira,https://issues.apache.org/jira/browse/LANG-586,High
Lang,35,jira,https://issues.apache.org/jira/browse/LANG-571,High
Lang,36,jira,https://issues.apache.org/jira/browse/LANG-521,Low
Lang,37,jira,https://issues.apache.org/jira/browse/LANG-567,High
Lang,38,jira,https://issues.apache.org/jira/browse/LANG-538,High
Lang,39,jira,https://issues.apache.org/jira/browse/LANG-552,High
Lang,40,jira,https://issues.apache.org/jira/browse/LANG-432,High
Lang,41,jira,https://issues.apache.org/jira/browse/LANG-535,Low
Lang,42,jira,https://issues.apache.org/jira/browse/LANG-480,Low
Lang,43,jira,https://issues.apache.org/jira/browse/LANG-477,High
Lang,44,jira,https://issues.apache.org/jira/browse/LANG-457,High
Lang,45,jira,https://issues.apache.org/jira/browse/LANG-419,Low
Lang,46,jira,https://issues.apache.org/jira/browse/LANG-421,Critical
Lang,47,jira,https://issues.apache.org/jira/browse/LANG-412,High
Lang,48,jira,https://issues.apache.org/jira/browse/LANG-393,Low
Lang,49,jira,https://issues.apache.org/jira/browse/LANG-380,High
Lang,50,jira,https://issues.apache.org/jira/browse/LANG-368,High
Lang,51,jira,https://issues.apache.org/jira/browse/LANG-365,High
Lang,52,jira,https://issues.apache.org/jira/browse/LANG-363,Low
Lang,53,jira,https://issues.apache.org/jira/browse/LANG-346,High
Lang,54,jira,https://issues.apache.org/jira/browse/LANG-328,High
Lang,55,jira,https://issues.apache.org/jira/browse/LANG-315,High
Lang,56,jira,https://issues.apache.org/jira/browse/LANG-303,High
Lang,57,jira,https://issues.apache.org/jira/browse/LANG-304,High
Lang,58,jira,https://issues.apache.org/jira/browse/LANG-300,High
Lang,59,jira,https://issues.apache.org/jira/browse/LANG-299,High
Lang,60,jira,https://issues.apache.org/jira/browse/LANG-295,High
Lang,61,jira,https://issues.apache.org/jira/browse/LANG-294,High
Lang,62,jira,https://issues.apache.org/jira/browse/LANG-292,Low
Lang,63,jira,https://issues.apache.org/jira/browse/LANG-281,High
Lang,64,jira,https://issues.apache.org/jira/browse/LANG-259,High
Lang,65,jira,https://issues.apache.org/jira/browse/LANG-59,High
Math,1,jira,https://issues.apache.org/jira/browse/MATH-996,Low
Math,2,jira,https://issues.apache.org/jira/browse/MATH-1021,High
Math,3,jira,https://issues.apache.org/jira/browse/MATH-1005,High
Math,4,jira,https://issues.apache.org/jira/browse/MATH-988,High
Math,5,jira,https://issues.apache.org/jira/browse/MATH-934,Low
Math,6,jira,https://issues.apache.org/jira/browse/MATH-949,High
Math,7,jira,https://issues.apache.org/jira/browse/MATH-950,Critical
Math,8,jira,https://issues.apache.org/jira/browse/MATH-942,High
Math,9,jira,https://issues.apache.org/jira/browse/MATH-938,High
Math,10,jira,https://issues.apache.org/jira/browse/MATH-935,Low
Math,11,jira,https://issues.apache.org/jira/browse/MATH-929,Critical
Math,12,jira,https://issues.apache.org/jira/browse/MATH-927,High
Math,13,jira,https://issues.apache.org/jira/browse/MATH-924,Critical
Math,14,jira,https://issues.apache.org/jira/browse/MATH-924,Critical
Math,15,jira,https://issues.apache.org/jira/browse/MATH-904,High
Math,16,jira,https://issues.apache.org/jira/browse/MATH-905,High
Math,17,jira,https://issues.apache.org/jira/browse/MATH-778,High
Math,18,jira,https://issues.apache.org/jira/browse/MATH-867,High
Math,19,jira,https://issues.apache.org/jira/browse/MATH-865,High
Math,20,jira,https://issues.apache.org/jira/browse/MATH-864,High
Math,21,jira,https://issues.apache.org/jira/browse/MATH-789,High
Math,22,jira,https://issues.apache.org/jira/browse/MATH-859,High
Math,23,jira,https://issues.apache.org/jira/browse/MATH-855,Low
Math,24,jira,https://issues.apache.org/jira/browse/MATH-855,Low
Math,25,jira,https://issues.apache.org/jira/browse/MATH-844,Low
Math,26,jira,https://issues.apache.org/jira/browse/MATH-836,Low
Math,27,jira,https://issues.apache.org/jira/browse/MATH-835,Low
Math,28,jira,https://issues.apache.org/jira/browse/MATH-828,High
Math,29,jira,https://issues.apache.org/jira/browse/MATH-803,High
Math,30,jira,https://issues.apache.org/jira/browse/MATH-790,Low
Math,31,jira,https://issues.apache.org/jira/browse/MATH-718,High
Math,32,jira,https://issues.apache.org/jira/browse/MATH-780,High
