ProjectName,BranchName,Severity
commons-math,remotes/origin/bugs-dot-jar_MATH-738_f64b6a90,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-744_8a83581e,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-757_76b7413d,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-776_b9ca51f0,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-778_5b9302d5,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-779_ebadb558,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-780_dd6cefb0,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-781_3c4cb189,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-789_621bbb8f,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-801_118e94b5,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-812_607c9ec6,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-812_6eb46555,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-828_a49e443c,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-835_63a48705,Minor
commons-math,remotes/origin/bugs-dot-jar_MATH-836_d7c0f27e,Minor
commons-math,remotes/origin/bugs-dot-jar_MATH-844_7994d3ee,Minor
commons-math,remotes/origin/bugs-dot-jar_MATH-848_ad252a8c,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-855_350f726c,Minor
commons-math,remotes/origin/bugs-dot-jar_MATH-855_ac597cc1,Minor
commons-math,remotes/origin/bugs-dot-jar_MATH-859_66dece12,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-864_abe53a53,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-865_b55e0206,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-867_bfbb156d,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-880_2a9cbbab,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-891_2b852d79,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-899_ce126bdb,Minor
commons-math,remotes/origin/bugs-dot-jar_MATH-904_6844aba9,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-924_2836a6f9,Critical
commons-math,remotes/origin/bugs-dot-jar_MATH-924_b07ecae3,Critical
commons-math,remotes/origin/bugs-dot-jar_MATH-927_185e3033,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-929_cedf0d27,Critical
commons-math,remotes/origin/bugs-dot-jar_MATH-934_724795b5,Minor
commons-math,remotes/origin/bugs-dot-jar_MATH-935_48dde378,Minor
commons-math,remotes/origin/bugs-dot-jar_MATH-938_73605560,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-939_49444ee6,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-942_0d057fc6,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-949_f83bbc1d,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-950_424cbd20,Critical
commons-math,remotes/origin/bugs-dot-jar_MATH-957_9aabf587,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-988_d270055e,Major
commons-math,remotes/origin/bugs-dot-jar_MATH-996_86545dab,Minor
flink,remotes/origin/bugs-dot-jar_FLINK-1133_02c08456,Major
flink,remotes/origin/bugs-dot-jar_FLINK-1133_27e40205,Major
flink,remotes/origin/bugs-dot-jar_FLINK-1145_22c370d9,Major
flink,remotes/origin/bugs-dot-jar_FLINK-1167_259f10c0,Minor
flink,remotes/origin/bugs-dot-jar_FLINK-1214_6ecd0f82,Major
flink,remotes/origin/bugs-dot-jar_FLINK-1290_45fb6d82,Major
flink,remotes/origin/bugs-dot-jar_FLINK-1311_94c8e3fa,Major
flink,remotes/origin/bugs-dot-jar_FLINK-1333_63ef8e86,Major
flink,remotes/origin/bugs-dot-jar_FLINK-1382_9cd96df7,Minor
flink,remotes/origin/bugs-dot-jar_FLINK-1437_fb7ce0e3,Major
flink,remotes/origin/bugs-dot-jar_FLINK-1458_91f9bfc7,Major
flink,remotes/origin/bugs-dot-jar_FLINK-1471_d033fa8f,Major
flink,remotes/origin/bugs-dot-jar_FLINK-1496_0a4c7694,Major
flink,remotes/origin/bugs-dot-jar_FLINK-1531_21f47d9c,Minor
flink,remotes/origin/bugs-dot-jar_FLINK-1640_8f321c72,Major
flink,remotes/origin/bugs-dot-jar_FLINK-1686_1f726e48,Critical
flink,remotes/origin/bugs-dot-jar_FLINK-1705_5308ac83,Major
flink,remotes/origin/bugs-dot-jar_FLINK-1761_380ef878,Major
flink,remotes/origin/bugs-dot-jar_FLINK-1820_39d526e6,Critical
flink,remotes/origin/bugs-dot-jar_FLINK-1848_7164b2b6,Critical
flink,remotes/origin/bugs-dot-jar_FLINK-1922_ccd574a4,Major
flink,remotes/origin/bugs-dot-jar_FLINK-1930_4dbf030a,Major
flink,remotes/origin/bugs-dot-jar_FLINK-1951_adb321d6,Critical
flink,remotes/origin/bugs-dot-jar_FLINK-1978_0078c44e,Major
flink,remotes/origin/bugs-dot-jar_FLINK-1985_495a5c3c,Blocker
flink,remotes/origin/bugs-dot-jar_FLINK-2074_6bc6dbec,Blocker
flink,remotes/origin/bugs-dot-jar_FLINK-2082_0cfa43d7,Minor
flink,remotes/origin/bugs-dot-jar_FLINK-2109_d594d024,Major
flink,remotes/origin/bugs-dot-jar_FLINK-2121_03340919,Minor
flink,remotes/origin/bugs-dot-jar_FLINK-2294_fef9f115,Blocker
flink,remotes/origin/bugs-dot-jar_FLINK-2412_a56aad74,Critical
flink,remotes/origin/bugs-dot-jar_FLINK-2437_a41bc8cc,Minor
flink,remotes/origin/bugs-dot-jar_FLINK-2442_30761572,Critical
flink,remotes/origin/bugs-dot-jar_FLINK-2447_5546a1ef,Major
flink,remotes/origin/bugs-dot-jar_FLINK-2460_a17d4e82,Major
flink,remotes/origin/bugs-dot-jar_FLINK-2484_d738430c,Blocker
flink,remotes/origin/bugs-dot-jar_FLINK-2515_06e2da35,Blocker
flink,remotes/origin/bugs-dot-jar_FLINK-2567_948b6e05,Minor
flink,remotes/origin/bugs-dot-jar_FLINK-2658_ce68cbd9,Major
flink,remotes/origin/bugs-dot-jar_FLINK-2707_3e233a38,Major
flink,remotes/origin/bugs-dot-jar_FLINK-2713_63d9800e,Major
flink,remotes/origin/bugs-dot-jar_FLINK-2734_8b40bb7a,Critical
flink,remotes/origin/bugs-dot-jar_FLINK-2754_68912126,Major
flink,remotes/origin/bugs-dot-jar_FLINK-2763_af477563,Major
flink,remotes/origin/bugs-dot-jar_FLINK-2800_b654e989,Major
flink,remotes/origin/bugs-dot-jar_FLINK-2802_88a97768,Blocker
flink,remotes/origin/bugs-dot-jar_FLINK-2812_e494c279,Minor
flink,remotes/origin/bugs-dot-jar_FLINK-2817_5dfc897b,Minor
flink,remotes/origin/bugs-dot-jar_FLINK-2874_17e7b423,Minor
flink,remotes/origin/bugs-dot-jar_FLINK-2964_76bebd42,Critical
flink,remotes/origin/bugs-dot-jar_FLINK-2968_59685903,Major
flink,remotes/origin/bugs-dot-jar_FLINK-3011_5a86a0a1,Critical
flink,remotes/origin/bugs-dot-jar_FLINK-3011_a402002d,Critical
flink,remotes/origin/bugs-dot-jar_FLINK-3052_8dc70f2e,Major
flink,remotes/origin/bugs-dot-jar_FLINK-3107_937963e3,Major
flink,remotes/origin/bugs-dot-jar_FLINK-3189_a5b05566,Minor
flink,remotes/origin/bugs-dot-jar_FLINK-3251_117ba95f,Major
flink,remotes/origin/bugs-dot-jar_FLINK-3256_44061882,Blocker
flink,remotes/origin/bugs-dot-jar_FLINK-3260_6968a57a,Blocker
flink,remotes/origin/bugs-dot-jar_FLINK-3267_ed3810b1,Blocker
flink,remotes/origin/bugs-dot-jar_FLINK-3314_8fc7e7af,Blocker
flink,remotes/origin/bugs-dot-jar_FLINK-3342_8e3e2f8f,Major
flink,remotes/origin/bugs-dot-jar_FLINK-3513_d90672fd,Blocker
flink,remotes/origin/bugs-dot-jar_FLINK-3534_734ba01d,Critical
flink,remotes/origin/bugs-dot-jar_FLINK-3566_434e88fd,Major
flink,remotes/origin/bugs-dot-jar_FLINK-3684_e3759a5e,Major
flink,remotes/origin/bugs-dot-jar_FLINK-3740_f2f5bd5b,Major
flink,remotes/origin/bugs-dot-jar_FLINK-3760_494212b3,Critical
flink,remotes/origin/bugs-dot-jar_FLINK-3762_dc78a747,Major
flink,remotes/origin/bugs-dot-jar_FLINK-996_32a003d5,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1020_83427028,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1024_2b5d3afb,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1024_e39b4d96,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1024_ecc5bdfd,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1035_b2ca8baa,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1054_0adf3a6e,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1075_79467350,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1076_9238264d,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1081_4ce4e3c9,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1093_531aca78,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1093_d7f0f180,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1094_2e20589f,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1096_be44b816,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1104_7ae92779,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1108_a8c925e0,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1111_459bd065,Critical
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1122_5286861d,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1129_2f95b81f,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1155_f64e8adc,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1168_c05cec12,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1173_61c877d8,Blocker
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1174_342809f7,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1178_84fb6b29,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1178_f2bb1a17,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1184_f72dd8d1,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1186_52372042,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1208_cb3ac20d,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1215_a9efe3c4,Critical
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1216_e403e003,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1225_3535afe2,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1227_117b0a3d,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1235_1beb2a50,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1244_b4a93c81,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1250_0c3b3306,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1254_25a70439,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1269_b8fe2ded,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1270_70564c7c,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1287_14849e22,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1289_0c3e3d70,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1297_73cc2442,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1308_69ba2a54,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1320_64045631,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1348_bc7b7e8c,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-135_438e31a7,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1363_69b68890,Blocker
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1364_05c89637,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1364_b481a14c,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1369_ce0b0955,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1429_279bb3ce,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1429_c2f5ca6c,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1432_808ac9c0,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1460_f1ba7a42,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1467_dde7de85,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1516_7c62bd81,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1614_86edbffb,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1624_6d8146f8,Blocker
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1648_fdc54465,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1655_01a8b283,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1655_c91bfa54,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1662_3efb5cbf,Blocker
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1668_63070cf9,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1674_073b814c,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1697_1552be04,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1719_c3773d53,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1727_26041fe7,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1729_7ba9dd66,Blocker
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1731_024e5d37,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1739_8188ef54,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1749_591e4d4a,Blocker
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1761_f37ce716,Critical
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1770_192ee9e4,Critical
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1779_9d36bede,Blocker
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1784_2426deae,Critical
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1788_dd3437d4,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1789_07646fba,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1789_08ba79d4,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1789_9f7c1df0,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1793_16225d51,Blocker
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1807_077efee5,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1817_78c37386,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1822_016df669,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1822_3e83a4c1,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1829_ca36450e,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1848_093b9128,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-185_7fe28a0e,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1874_3ae276c1,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1877_716e1237,Critical
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1883_9c2421ed,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1894_35562cce,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1899_b6f89048,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1899_df59fb45,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1916_705ce1d1,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1926_9225a3e2,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1932_913c2f53,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1932_c215b267,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1933_2e16a983,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1959_93c1aa40,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1977_4bfbfcdd,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-1985_f620b79b,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2021_004db804,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2029_e30023ba,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2047_a0a495f0,Critical
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2047_ca63fdf3,Critical
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2049_4af0d4ee,Critical
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2062_5c4589bd,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-208_daf9a4ef,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2117_c7669f31,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2147_a1556c30,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2174_5931a4a7,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2219_f2740ce1,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2235_29d3d8f1,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2238_a28098fd,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2246_dcadb0e1,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2249_6dde8e9d,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2250_08b25cb0,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-225_e33328e0,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2260_0ac7ff20,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2288_57bd2dc5,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2308_f4d5bbe1,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2311_ca85ecce,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2318_1d08cbd3,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2330_408a566e,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2336_d0f6715d,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2345_a0dc4c89,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2355_74f22886,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2359_b3071839,Critical
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2363_90ea7aa5,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2388_487de751,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2389_0fa892b3,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2389_7c320b1e,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2389_8079f7b5,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-238_24ce6788,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2418_039f892d,Critical
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2420_24cb1908,Critical
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2426_920f32d0,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2427_e6d4f9a6,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2430_be3a9114,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2433_7fca85bf,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2434_8159fc21,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2435_7e250001,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2439_beaca1a4,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2442_ea7a6199,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2465_60186813,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2524_977a31d8,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2528_239de7b8,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2559_dfa87520,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2603_77d2d3b0,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2642_36fe017c,Critical
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2649_72d24f4b,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2691_d2da7499,Blocker
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2695_0598498e,Blocker
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2740_429baf4d,Blocker
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-276_1bf5c550,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-278_db19e70f,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2799_3979fa8d,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2864_f51ea2a2,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2929_a2950285,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2933_44585b0c,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-296_5449bf39,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-2999_3bf07779,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3013_eabb4066,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3019_5135cf4b,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3020_147515ae,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3021_494da6de,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3028_89317b28,Blocker
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3053_7552a10b,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3079_33c18762,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3082_29e5b734,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3089_ba38c380,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3099_25850476,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3104_38f5ef13,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3105_311e8b33,Critical
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3110_d10362c0,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3123_f3c9c818,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3137_c65b07c3,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-313_e115fd90,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3156_786b3d76,Blocker
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3249_64712735,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3310_4416a9f8,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3318_e12e2052,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3324_5f863af6,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3333_194999ed,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3367_06812d25,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3377_00b9bc52,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3396_c83755c3,Blocker
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3411_978c77ff,Blocker
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3412_2f85bd78,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3424_f4349a96,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3433_b76b31f7,Critical
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3442_17032c50,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3474_ff81ef72,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3510_01f5a26f,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3511_5138a1e2,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3517_24f7f60a,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3530_4d231938,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3549_9772f5b2,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3579_2565d74a,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3630_fcd64766,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3634_90ad50da,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-369_4e245a76,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3733_a5ff019e,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3763_ab1a0cc2,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3769_306a9e00,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3792_94110f21,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3798_2ac1dccd,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-379_621a5101,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3817_2a02a138,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3872_c13708e3,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3879_4faf31e3,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3897_94c6c575,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3903_690fb9f4,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3920_99996c25,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-3930_b939aa6e,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-395_4ed7bc8e,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-395_e6c31270,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4036_f4324736,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4038_557eec4f,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4050_52ca008c,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4066_9a109aa3,Blocker
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4067_56accddf,Critical
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4153_9120fd1b,Critical
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4166_374e3f3d,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4170_2a489d05,Minor
