ProjectName,BranchName,Severity,ClassName,StartLine,EndLine,SourceCode
commons-math,remotes/origin/bugs-dot-jar_MATH-1067_aff82362,Major,src/main/java/org/apache/commons/math3/special/Beta.java,182,227,"/**
 * Returns the regularized beta function I(x, a, b).
 *
 * The implementation of this method is based on:
 * <ul>
 * <li>
 * <a href=""http://mathworld.wolfram.com/RegularizedBetaFunction.html"">
 * Regularized Beta Function</a>.</li>
 * <li>
 * <a href=""http://functions.wolfram.com/06.21.10.0001.01"">
 * Regularized Beta Function</a>.</li>
 * </ul>
 *
 * @param x the value.
 * @param a Parameter {@code a}.
 * @param b Parameter {@code b}.
 * @param epsilon When the absolute value of the nth item in the
 * series is less than epsilon the approximation ceases to calculate
 * further elements in the series.
 * @param maxIterations Maximum number of ""iterations"" to complete.
 * @return the regularized beta function I(x, a, b)
 * @throws org.apache.commons.math3.exception.MaxCountExceededException
 * if the algorithm fails to converge.
 */
public static double regularizedBeta(double x, final double a, final double b, double epsilon, int maxIterations) {
    double ret;
    if (Double.isNaN(x) || Double.isNaN(a) || Double.isNaN(b) || x < 0 || x > 1 || a <= 0.0 || b <= 0.0) {
        ret = Double.NaN;
    } else if (x > (a + 1.0) / (a + b + 2.0)) {
        ret = 1.0 - regularizedBeta(1.0 - x, b, a, epsilon, maxIterations);
    } else {
        ContinuedFraction fraction = new ContinuedFraction() {

            @Override
            protected double getB(int n, double x) {
                double ret;
                double m;
                if (n % 2 == 0) {
                    // even
                    m = n / 2.0;
                    ret = (m * (b - m) * x) / ((a + (2 * m) - 1) * (a + (2 * m)));
                } else {
                    m = (n - 1.0) / 2.0;
                    ret = -((a + m) * (a + b + m) * x) / ((a + (2 * m)) * (a + (2 * m) + 1.0));
                }
                return ret;
            }

            @Override
            protected double getA(int n, double x) {
                return 1.0;
            }
        };
        ret = FastMath.exp((a * FastMath.log(x)) + (b * FastMath.log1p(-x)) - FastMath.log(a) - logBeta(a, b)) * 1.0 / fraction.evaluate(x, epsilon, maxIterations);
    }
    return ret;
}"
commons-math,remotes/origin/bugs-dot-jar_MATH-1068_b12610d3,Minor,src/main/java/org/apache/commons/math3/stat/correlation/KendallsCorrelation.java,155,259,"/**
 * Computes the Kendall's Tau rank correlation coefficient between the two arrays.
 *
 * @param xArray first data array
 * @param yArray second data array
 * @return Returns Kendall's Tau rank correlation coefficient for the two arrays
 * @throws DimensionMismatchException if the arrays lengths do not match
 */
public double correlation(final double[] xArray, final double[] yArray) throws DimensionMismatchException {
    if (xArray.length != yArray.length) {
        throw new DimensionMismatchException(xArray.length, yArray.length);
    }
    final int n = xArray.length;
    final int numPairs = n * (n - 1) / 2;
    @SuppressWarnings(""unchecked"")
    Pair<Double, Double>[] pairs = new Pair[n];
    for (int i = 0; i < n; i++) {
        pairs[i] = new Pair<Double, Double>(xArray[i], yArray[i]);
    }
    Arrays.sort(pairs, new Comparator<Pair<Double, Double>>() {

        public int compare(Pair<Double, Double> pair1, Pair<Double, Double> pair2) {
            int compareFirst = pair1.getFirst().compareTo(pair2.getFirst());
            return compareFirst != 0 ? compareFirst : pair1.getSecond().compareTo(pair2.getSecond());
        }
    });
    int tiedXPairs = 0;
    int tiedXYPairs = 0;
    int consecutiveXTies = 1;
    int consecutiveXYTies = 1;
    Pair<Double, Double> prev = pairs[0];
    for (int i = 1; i < n; i++) {
        final Pair<Double, Double> curr = pairs[i];
        if (curr.getFirst().equals(prev.getFirst())) {
            consecutiveXTies++;
            if (curr.getSecond().equals(prev.getSecond())) {
                consecutiveXYTies++;
            } else {
                tiedXYPairs += consecutiveXYTies * (consecutiveXYTies - 1) / 2;
                consecutiveXYTies = 1;
            }
        } else {
            tiedXPairs += consecutiveXTies * (consecutiveXTies - 1) / 2;
            consecutiveXTies = 1;
            tiedXYPairs += consecutiveXYTies * (consecutiveXYTies - 1) / 2;
            consecutiveXYTies = 1;
        }
        prev = curr;
    }
    tiedXPairs += consecutiveXTies * (consecutiveXTies - 1) / 2;
    tiedXYPairs += consecutiveXYTies * (consecutiveXYTies - 1) / 2;
    int swaps = 0;
    @SuppressWarnings(""unchecked"")
    Pair<Double, Double>[] pairsDestination = new Pair[n];
    for (int segmentSize = 1; segmentSize < n; segmentSize <<= 1) {
        for (int offset = 0; offset < n; offset += 2 * segmentSize) {
            int i = offset;
            final int iEnd = FastMath.min(i + segmentSize, n);
            int j = iEnd;
            final int jEnd = FastMath.min(j + segmentSize, n);
            int copyLocation = offset;
            while (i < iEnd || j < jEnd) {
                if (i < iEnd) {
                    if (j < jEnd) {
                        if (pairs[i].getSecond().compareTo(pairs[j].getSecond()) <= 0) {
                            pairsDestination[copyLocation] = pairs[i];
                            i++;
                        } else {
                            pairsDestination[copyLocation] = pairs[j];
                            j++;
                            swaps += iEnd - i;
                        }
                    } else {
                        pairsDestination[copyLocation] = pairs[i];
                        i++;
                    }
                } else {
                    pairsDestination[copyLocation] = pairs[j];
                    j++;
                }
                copyLocation++;
            }
        }
        final Pair<Double, Double>[] pairsTemp = pairs;
        pairs = pairsDestination;
        pairsDestination = pairsTemp;
    }
    int tiedYPairs = 0;
    int consecutiveYTies = 1;
    prev = pairs[0];
    for (int i = 1; i < n; i++) {
        final Pair<Double, Double> curr = pairs[i];
        if (curr.getSecond().equals(prev.getSecond())) {
            consecutiveYTies++;
        } else {
            tiedYPairs += consecutiveYTies * (consecutiveYTies - 1) / 2;
            consecutiveYTies = 1;
        }
        prev = curr;
    }
    tiedYPairs += consecutiveYTies * (consecutiveYTies - 1) / 2;
    int concordantMinusDiscordant = numPairs - tiedXPairs - tiedYPairs + tiedXYPairs - 2 * swaps;
    return concordantMinusDiscordant / FastMath.sqrt((numPairs - tiedXPairs) * (numPairs - tiedYPairs));
}"
commons-math,remotes/origin/bugs-dot-jar_MATH-1070_8e5867ed,Critical,src/main/java/org/apache/commons/math3/util/Precision.java,454,534,"/**
 * Rounds the given non-negative value to the ""nearest"" integer. Nearest is
 * determined by the rounding method specified. Rounding methods are defined
 * in {@link BigDecimal}.
 *
 * @param unscaled Value to round.
 * @param sign Sign of the original, scaled value.
 * @param roundingMethod Rounding method, as defined in {@link BigDecimal}.
 * @return the rounded value.
 * @throws MathArithmeticException if an exact operation is required but result is not exact
 * @throws MathIllegalArgumentException if {@code roundingMethod} is not a valid rounding method.
 * @since 1.1 (previously in {@code MathUtils}, moved as of version 3.0)
 */
private static double roundUnscaled(double unscaled, double sign, int roundingMethod) throws MathArithmeticException, MathIllegalArgumentException {
    switch(roundingMethod) {
        case BigDecimal.ROUND_CEILING:
            if (sign == -1) {
                unscaled = FastMath.floor(FastMath.nextAfter(unscaled, Double.NEGATIVE_INFINITY));
            } else {
                unscaled = FastMath.ceil(FastMath.nextAfter(unscaled, Double.POSITIVE_INFINITY));
            }
            break;
        case BigDecimal.ROUND_DOWN:
            unscaled = FastMath.floor(FastMath.nextAfter(unscaled, Double.NEGATIVE_INFINITY));
            break;
        case BigDecimal.ROUND_FLOOR:
            if (sign == -1) {
                unscaled = FastMath.ceil(FastMath.nextAfter(unscaled, Double.POSITIVE_INFINITY));
            } else {
                unscaled = FastMath.floor(FastMath.nextAfter(unscaled, Double.NEGATIVE_INFINITY));
            }
            break;
        case BigDecimal.ROUND_HALF_DOWN:
            {
                unscaled = FastMath.nextAfter(unscaled, Double.NEGATIVE_INFINITY);
                double fraction = unscaled - FastMath.floor(unscaled);
                if (fraction > 0.5) {
                    unscaled = FastMath.ceil(unscaled);
                } else {
                    unscaled = FastMath.floor(unscaled);
                }
                break;
            }
        case BigDecimal.ROUND_HALF_EVEN:
            {
                double fraction = unscaled - FastMath.floor(unscaled);
                if (fraction > 0.5) {
                    unscaled = FastMath.ceil(unscaled);
                } else if (fraction < 0.5) {
                    unscaled = FastMath.floor(unscaled);
                } else {
                    // The following equality test is intentional and needed for rounding purposes
                    if (FastMath.floor(unscaled) / 2.0 == FastMath.floor(Math.floor(unscaled) / 2.0)) {
                        // even
                        unscaled = FastMath.floor(unscaled);
                    } else {
                        // odd
                        unscaled = FastMath.ceil(unscaled);
                    }
                }
                break;
            }
        case BigDecimal.ROUND_HALF_UP:
            {
                unscaled = FastMath.nextAfter(unscaled, Double.POSITIVE_INFINITY);
                double fraction = unscaled - FastMath.floor(unscaled);
                if (fraction >= 0.5) {
                    unscaled = FastMath.ceil(unscaled);
                } else {
                    unscaled = FastMath.floor(unscaled);
                }
                break;
            }
        case BigDecimal.ROUND_UNNECESSARY:
            if (unscaled != FastMath.floor(unscaled)) {
                throw new MathArithmeticException();
            }
            break;
        case BigDecimal.ROUND_UP:
            unscaled = FastMath.ceil(FastMath.nextAfter(unscaled, Double.POSITIVE_INFINITY));
            break;
        default:
            throw new MathIllegalArgumentException(LocalizedFormats.INVALID_ROUNDING_METHOD, roundingMethod, ""ROUND_CEILING"", BigDecimal.ROUND_CEILING, ""ROUND_DOWN"", BigDecimal.ROUND_DOWN, ""ROUND_FLOOR"", BigDecimal.ROUND_FLOOR, ""ROUND_HALF_DOWN"", BigDecimal.ROUND_HALF_DOWN, ""ROUND_HALF_EVEN"", BigDecimal.ROUND_HALF_EVEN, ""ROUND_HALF_UP"", BigDecimal.ROUND_HALF_UP, ""ROUND_UNNECESSARY"", BigDecimal.ROUND_UNNECESSARY, ""ROUND_UP"", BigDecimal.ROUND_UP);
    }
    return unscaled;
}"
commons-math,remotes/origin/bugs-dot-jar_MATH-1088_63d88c74,Minor,src/main/java/org/apache/commons/math3/util/MultidimensionalCounter.java,92,99,"/**
 * {@inheritDoc}
 */
public boolean hasNext() {
    for (int i = 0; i < dimension; i++) {
        if (counter[i] != size[i] - 1) {
            return true;
        }
    }
    return false;
}"
commons-math,remotes/origin/bugs-dot-jar_MATH-1088_63d88c74,Minor,src/main/java/org/apache/commons/math3/util/MultidimensionalCounter.java,105,116,"/**
 * @return the unidimensional count after the counter has been
 * incremented by {@code 1}.
 */
public Integer next() {
    for (int i = last; i >= 0; i--) {
        if (counter[i] == size[i] - 1) {
            counter[i] = 0;
        } else {
            ++counter[i];
            break;
        }
    }
    return ++count;
}"
commons-math,remotes/origin/bugs-dot-jar_MATH-1089_e91d0f05,Major,src/main/java/org/apache/commons/math3/util/Precision.java,393,406,"/**
 * Rounds the given value to the specified number of decimal places.
 * The value is rounded using the given method which is any method defined
 * in {@link BigDecimal}.
 * If {@code x} is infinite or {@code NaN}, then the value of {@code x} is
 * returned unchanged, regardless of the other parameters.
 *
 * @param x Value to round.
 * @param scale Number of digits to the right of the decimal point.
 * @param roundingMethod Rounding method as defined in {@link BigDecimal}.
 * @return the rounded value.
 * @throws ArithmeticException if {@code roundingMethod == ROUND_UNNECESSARY}
 * and the specified scaling operation would require rounding.
 * @throws IllegalArgumentException if {@code roundingMethod} does not
 * represent a valid rounding mode.
 * @since 1.1 (previously in {@code MathUtils}, moved as of version 3.0)
 */
public static double round(double x, int scale, int roundingMethod) {
    try {
        return (new BigDecimal(Double.toString(x)).setScale(scale, roundingMethod)).doubleValue();
    } catch (NumberFormatException ex) {
        if (Double.isInfinite(x)) {
            return x;
        } else {
            return Double.NaN;
        }
    }
}"
commons-math,remotes/origin/bugs-dot-jar_MATH-1093_7cfbc0da,Major,src/main/java/org/apache/commons/math3/geometry/spherical/oned/ArcsSet.java,709,742,"/**
 * Compute the relative position of the instance with respect
 * to an arc.
 * <p>
 * The {@link Side#MINUS} side of the arc is the one covered by the arc.
 * </p>
 * @param arc arc to check instance against
 * @return one of {@link Side#PLUS}, {@link Side#MINUS}, {@link Side#BOTH}
 * or {@link Side#HYPER}
 */
public Side side(final Arc arc) {
    final double reference = FastMath.PI + arc.getInf();
    final double arcLength = arc.getSup() - arc.getInf();
    boolean inMinus = false;
    boolean inPlus = false;
    for (final double[] a : this) {
        final double syncedStart = MathUtils.normalizeAngle(a[0], reference) - arc.getInf();
        final double arcOffset = a[0] - syncedStart;
        final double syncedEnd = a[1] - arcOffset;
        if (syncedStart < arcLength || syncedEnd > MathUtils.TWO_PI) {
            inMinus = true;
        }
        if (syncedEnd > arcLength) {
            inPlus = true;
        }
    }
    if (inMinus) {
        if (inPlus) {
            return Side.BOTH;
        } else {
            return Side.MINUS;
        }
    } else {
        if (inPlus) {
            return Side.PLUS;
        } else {
            return Side.HYPER;
        }
    }
}"
commons-math,remotes/origin/bugs-dot-jar_MATH-1093_7cfbc0da,Major,src/main/java/org/apache/commons/math3/geometry/spherical/oned/ArcsSet.java,750,817,"/**
 * Split the instance in two parts by an arc.
 * @param arc splitting arc
 * @return an object containing both the part of the instance
 * on the plus side of the arc and the part of the
 * instance on the minus side of the arc
 */
public Split split(final Arc arc) {
    final BSPTree<Sphere1D> minus = new BSPTree<Sphere1D>();
    minus.setAttribute(Boolean.FALSE);
    final BSPTree<Sphere1D> plus = new BSPTree<Sphere1D>();
    plus.setAttribute(Boolean.FALSE);
    final double reference = FastMath.PI + arc.getInf();
    final double arcLength = arc.getSup() - arc.getInf();
    for (final double[] a : this) {
        final double syncedStart = MathUtils.normalizeAngle(a[0], reference) - arc.getInf();
        final double arcOffset = a[0] - syncedStart;
        final double syncedEnd = a[1] - arcOffset;
        if (syncedStart < arcLength) {
            // the start point a[0] is in the minus part of the arc
            addArcLimit(minus, a[0], true);
            if (syncedEnd > arcLength) {
                // the end point a[1] is past the end of the arc
                // so we leave the minus part and enter the plus part
                final double minusToPlus = arcLength + arcOffset;
                addArcLimit(minus, minusToPlus, false);
                addArcLimit(plus, minusToPlus, true);
                if (syncedEnd > MathUtils.TWO_PI) {
                    // in fact the end point a[1] goes far enough that we
                    // leave the plus part of the arc and enter the minus part again
                    final double plusToMinus = MathUtils.TWO_PI + arcOffset;
                    addArcLimit(plus, plusToMinus, false);
                    addArcLimit(minus, plusToMinus, true);
                    addArcLimit(minus, a[1], false);
                } else {
                    // the end point a[1] is in the plus part of the arc
                    addArcLimit(plus, a[1], false);
                }
            } else {
                // the end point a[1] is in the minus part of the arc
                addArcLimit(minus, a[1], false);
            }
        } else {
            // the start point a[0] is in the plus part of the arc
            addArcLimit(plus, a[0], true);
            if (syncedEnd > MathUtils.TWO_PI) {
                // the end point a[1] wraps around to the start of the arc
                // so we leave the plus part and enter the minus part
                final double plusToMinus = MathUtils.TWO_PI + arcOffset;
                addArcLimit(plus, plusToMinus, false);
                addArcLimit(minus, plusToMinus, true);
                if (syncedEnd > MathUtils.TWO_PI + arcLength) {
                    // in fact the end point a[1] goes far enough that we
                    // leave the minus part of the arc and enter the plus part again
                    final double minusToPlus = MathUtils.TWO_PI + arcLength + arcOffset;
                    addArcLimit(minus, minusToPlus, false);
                    addArcLimit(plus, minusToPlus, true);
                    addArcLimit(plus, a[1], false);
                } else {
                    // the end point a[1] is in the minus part of the arc
                    addArcLimit(minus, a[1], false);
                }
            } else {
                // the end point a[1] is in the plus part of the arc
                addArcLimit(plus, a[1], false);
            }
        }
    }
    return new Split(createSplitPart(plus), createSplitPart(minus));
}"
commons-math,remotes/origin/bugs-dot-jar_MATH-1093_7cfbc0da,Major,src/main/java/org/apache/commons/math3/geometry/spherical/oned/ArcsSet.java,824,838,"/**
 * Add an arc limit to a BSP tree under construction.
 * @param tree BSP tree under construction
 * @param alpha arc limit
 * @param isStart if true, the limit is the start of an arc
 */
private void addArcLimit(final BSPTree<Sphere1D> tree, final double alpha, final boolean isStart) {
    final LimitAngle limit = new LimitAngle(new S1Point(alpha), !isStart, getTolerance());
    final BSPTree<Sphere1D> node = tree.getCell(limit.getLocation(), getTolerance());
    if (node.getCut() != null) {
        // we find again an already added limit,
        // this means we have done a full turn around the circle
        leafBefore(node).setAttribute(Boolean.valueOf(!isStart));
    } else {
        // it's a new node
        node.insertCut(limit);
        node.setAttribute(null);
        node.getPlus().setAttribute(Boolean.FALSE);
        node.getMinus().setAttribute(Boolean.TRUE);
    }
}"
commons-math,remotes/origin/bugs-dot-jar_MATH-1093_7cfbc0da,Major,src/main/java/org/apache/commons/math3/geometry/spherical/oned/ArcsSet.java,844,850,"/**
 * Create a split part.
 * @param tree BSP tree containing the limit angles of the split part
 * @return split part (may be null)
 */
private ArcsSet createSplitPart(final BSPTree<Sphere1D> tree) {
    if (tree.getCut() == null && !(Boolean) tree.getAttribute()) {
        return null;
    } else {
        return new ArcsSet(tree, getTolerance());
    }
}"
commons-math,remotes/origin/bugs-dot-jar_MATH-1096_19c1c3bb,Blocker,src/main/java/org/apache/commons/math3/geometry/enclosing/WelzlEncloser.java,78,116,"/**
 * Compute enclosing ball using Gärtner's pivoting heuristic.
 * @param points points to be enclosed
 * @return enclosing ball
 */
private EnclosingBall<S, P> pivotingBall(final Iterable<P> points) {
    final P first = points.iterator().next();
    final List<P> extreme = new ArrayList<P>(first.getSpace().getDimension() + 1);
    final List<P> support = new ArrayList<P>(first.getSpace().getDimension() + 1);
    // start with only first point selected as a candidate support
    extreme.add(first);
    EnclosingBall<S, P> ball = moveToFrontBall(extreme, extreme.size(), support);
    while (true) {
        // select the point farthest to current ball
        final P farthest = selectFarthest(points, ball);
        if (ball.contains(farthest, tolerance)) {
            // we have found a ball containing all points
            return ball;
        }
        // recurse search, restricted to the small subset containing support and farthest point
        support.clear();
        support.add(farthest);
        EnclosingBall<S, P> savedBall = ball;
        ball = moveToFrontBall(extreme, extreme.size(), support);
        if (ball.getRadius() < savedBall.getRadius()) {
            // TODO: fix this, it should never happen but it does!
            throw new MathInternalError();
        }
        // it was an interesting point, move it to the front
        // according to Gärtner's heuristic
        extreme.add(0, farthest);
        // prune the least interesting points
        extreme.subList(ball.getSupportSize(), extreme.size()).clear();
    }
}"
commons-math,remotes/origin/bugs-dot-jar_MATH-1096_19c1c3bb,Blocker,src/main/java/org/apache/commons/math3/geometry/euclidean/threed/SphereGenerator.java,36,114,"/**
 * {@inheritDoc}
 */
public EnclosingBall<Euclidean3D, Vector3D> ballOnSupport(final List<Vector3D> support) {
    if (support.size() < 1) {
        return new EnclosingBall<Euclidean3D, Vector3D>(Vector3D.ZERO, -1.0);
    } else {
        final Vector3D vA = support.get(0);
        if (support.size() < 2) {
            return new EnclosingBall<Euclidean3D, Vector3D>(vA, 0, vA);
        } else {
            final Vector3D vB = support.get(1);
            if (support.size() < 3) {
                return new EnclosingBall<Euclidean3D, Vector3D>(new Vector3D(0.5, vA, 0.5, vB), 0.5 * vA.distance(vB), vA, vB);
            } else {
                final Vector3D vC = support.get(2);
                if (support.size() < 4) {
                    // delegate to 2D disk generator
                    final Plane p = new Plane(vA, vB, vC, 1.0e-10 * (vA.getNorm1() + vB.getNorm1() + vC.getNorm1()));
                    final EnclosingBall<Euclidean2D, Vector2D> disk = new DiskGenerator().ballOnSupport(Arrays.asList(p.toSubSpace(vA), p.toSubSpace(vB), p.toSubSpace(vC)));
                    // convert back to 3D
                    return new EnclosingBall<Euclidean3D, Vector3D>(p.toSpace(disk.getCenter()), disk.getRadius(), vA, vB, vC);
                } else {
                    final Vector3D vD = support.get(3);
                    // a sphere is 3D can be defined as:
                    // (1)   (x - x_0)^2 + (y - y_0)^2 + (z - z_0)^2 = r^2
                    // which can be written:
                    // (2)   (x^2 + y^2 + z^2) - 2 x_0 x - 2 y_0 y - 2 z_0 z + (x_0^2 + y_0^2 + z_0^2 - r^2) = 0
                    // or simply:
                    // (3)   (x^2 + y^2 + z^2) + a x + b y + c z + d = 0
                    // with sphere center coordinates -a/2, -b/2, -c/2
                    // If the sphere exists, a b, c and d are a non zero solution to
                    // [ (x^2  + y^2  + z^2)    x    y   z    1 ]   [ 1 ]   [ 0 ]
                    // [ (xA^2 + yA^2 + zA^2)   xA   yA  zA   1 ]   [ a ]   [ 0 ]
                    // [ (xB^2 + yB^2 + zB^2)   xB   yB  zB   1 ] * [ b ] = [ 0 ]
                    // [ (xC^2 + yC^2 + zC^2)   xC   yC  zC   1 ]   [ c ]   [ 0 ]
                    // [ (xD^2 + yD^2 + zD^2)   xD   yD  zD   1 ]   [ d ]   [ 0 ]
                    // So the determinant of the matrix is zero. Computing this determinant
                    // by expanding it using the minors m_ij of first row leads to
                    // (4)   m_11 (x^2 + y^2 + z^2) - m_12 x + m_13 y - m_14 z + m_15 = 0
                    // So by identifying equations (2) and (4) we get the coordinates
                    // of center as:
                    // x_0 = +m_12 / (2 m_11)
                    // y_0 = -m_13 / (2 m_11)
                    // z_0 = +m_14 / (2 m_11)
                    // Note that the minors m_11, m_12, m_13 and m_14 all have the last column
                    // filled with 1.0, hence simplifying the computation
                    final double[] c1 = new double[] { vA.getNormSq(), vB.getNormSq(), vC.getNormSq(), vD.getNormSq() };
                    final double[] c2 = new double[] { vA.getX(), vB.getX(), vC.getX(), vD.getX() };
                    final double[] c3 = new double[] { vA.getY(), vB.getY(), vC.getY(), vD.getY() };
                    final double[] c4 = new double[] { vA.getZ(), vB.getZ(), vC.getZ(), vD.getZ() };
                    final double m11 = minor(c2, c3, c4);
                    final double m12 = minor(c1, c3, c4);
                    final double m13 = minor(c1, c2, c4);
                    final double m14 = minor(c1, c2, c3);
                    final Vector3D center = new Vector3D(0.5 * m12 / m11, -0.5 * m13 / m11, 0.5 * m14 / m11);
                    return new EnclosingBall<Euclidean3D, Vector3D>(center, center.distance(vA), vA, vB, vC, vD);
                }
            }
        }
    }
}"
commons-math,remotes/origin/bugs-dot-jar_MATH-1096_19c1c3bb,Blocker,src/main/java/org/apache/commons/math3/geometry/euclidean/threed/SphereGenerator.java,127,152,"/**
 * Compute a dimension 4 minor, when 4<sup>th</sup> column is known to be filled with 1.0.
 * <p>
 * The computation is performed using {@link MathArrays#linearCombination(double[], double[])
 * high accuracy sum of products}, trying to avoid cancellations effect. This should reduce
 * risks in case of near co-planar points.
 * </p>
 * @param c1 first column
 * @param c2 second column
 * @param c3 third column
 * @return value of the minor computed to high accuracy
 */
private double minor(final double[] c1, final double[] c2, final double[] c3) {
    final double m01 = c2[0] * c3[1];
    final double m02 = c2[0] * c3[2];
    final double m03 = c2[0] * c3[3];
    final double m10 = c2[1] * c3[0];
    final double m12 = c2[1] * c3[2];
    final double m13 = c2[1] * c3[3];
    final double m20 = c2[2] * c3[0];
    final double m21 = c2[2] * c3[1];
    final double m23 = c2[2] * c3[3];
    final double m30 = c2[3] * c3[0];
    final double m31 = c2[3] * c3[1];
    final double m32 = c2[3] * c3[2];
    return MathArrays.linearCombination(new double[] { c1[2], c1[1], c1[3], -c1[1], -c1[3], -c1[2], c1[0], c1[3], c1[2], -c1[3], -c1[0], -c1[2], c1[1], c1[0], c1[3], -c1[0], -c1[3], -c1[1], c1[0], c1[2], c1[1], -c1[2], -c1[0], -c1[1] }, new double[] { m13, m32, m21, m23, m12, m31, m23, m02, m30, m20, m32, m03, m03, m31, m10, m13, m01, m30, m12, m01, m20, m10, m21, m02 });
}"
commons-math,remotes/origin/bugs-dot-jar_MATH-1096_19c1c3bb,Blocker,src/main/java/org/apache/commons/math3/geometry/euclidean/twod/DiskGenerator.java,32,86,"/**
 * {@inheritDoc}
 */
public EnclosingBall<Euclidean2D, Vector2D> ballOnSupport(final List<Vector2D> support) {
    if (support.size() < 1) {
        return new EnclosingBall<Euclidean2D, Vector2D>(Vector2D.ZERO, -1.0);
    } else {
        final Vector2D vA = support.get(0);
        if (support.size() < 2) {
            return new EnclosingBall<Euclidean2D, Vector2D>(vA, 0, vA);
        } else {
            final Vector2D vB = support.get(1);
            if (support.size() < 3) {
                return new EnclosingBall<Euclidean2D, Vector2D>(new Vector2D(0.5, vA, 0.5, vB), 0.5 * vA.distance(vB), vA, vB);
            } else {
                final Vector2D vC = support.get(2);
                // a disk is 2D can be defined as:
                // (1)   (x - x_0)^2 + (y - y_0)^2 = r^2
                // which can be written:
                // (2)   (x^2 + y^2) - 2 x_0 x - 2 y_0 y + (x_0^2 + y_0^2 - r^2) = 0
                // or simply:
                // (3)   (x^2 + y^2) + a x + b y + c= 0
                // with disk center coordinates -a/2, -b/2
                // If the sphere exists, a, b and c are a non zero solution to
                // [ (x^2  + y^2 )   x    y   1 ]   [ 1 ]   [ 0 ]
                // [ (xA^2 + yA^2)   xA   yA  1 ]   [ a ]   [ 0 ]
                // [ (xB^2 + yB^2)   xB   yB  1 ] * [ b ] = [ 0 ]
                // [ (xC^2 + yC^2)   xC   yC  1 ]   [ c ]   [ 0 ]
                // So the determinant of the matrix is zero. Computing this determinant
                // by expanding it using the minors m_ij of first row leads to
                // (4)   m_11 (x^2 + y^2) - m_12 x + m_13 y - m_14 = 0
                // So by identifying equations (2) and (4) we get the coordinates
                // of center as:
                // x_0 = +m_12 / (2 m_11)
                // y_0 = -m_13 / (2 m_11)
                // Note that the minors m_11, m_12 and m_13 all have the last column
                // filled with 1.0, hence simplifying the computation
                final double[] c1 = new double[] { vA.getNormSq(), vB.getNormSq(), vC.getNormSq() };
                final double[] c2 = new double[] { vA.getX(), vB.getX(), vC.getX() };
                final double[] c3 = new double[] { vA.getY(), vB.getY(), vC.getY() };
                final double m11 = minor(c2, c3);
                final double m12 = minor(c1, c3);
                final double m13 = minor(c1, c2);
                final Vector2D center = new Vector2D(0.5 * m12 / m11, -0.5 * m13 / m11);
                return new EnclosingBall<Euclidean2D, Vector2D>(center, center.distance(vA), vA, vB, vC);
            }
        }
    }
}"
commons-math,remotes/origin/bugs-dot-jar_MATH-1096_19c1c3bb,Blocker,src/main/java/org/apache/commons/math3/geometry/euclidean/twod/DiskGenerator.java,98,105,"/**
 * Compute a dimension 3 minor, when 3<sup>d</sup> column is known to be filled with 1.0.
 * <p>
 * The computation is performed using {@link MathArrays#linearCombination(double[], double[])
 * high accuracy sum of products}, trying to avoid cancellations effect. This should reduce
 * risks in case of near co-planar points.
 * </p>
 * @param c1 first column
 * @param c2 second column
 * @return value of the minor computed to high accuracy
 */
private double minor(final double[] c1, final double[] c2) {
    return MathArrays.linearCombination(new double[] { c1[0], c1[2], c1[1], -c1[2], -c1[0], -c1[1] }, new double[] { c2[1], c2[0], c2[2], c2[1], c2[2], c2[0] });
}"
commons-math,remotes/origin/bugs-dot-jar_MATH-1096_faf99727,Blocker,src/main/java/org/apache/commons/math3/geometry/enclosing/Encloser.java,37,37,"/**
 * Find a ball enclosing a list of points.
 * @param points points to enclose
 * @return enclosing ball
 */
EnclosingBall<S, P> enclose(List<P> points);"
commons-math,remotes/origin/bugs-dot-jar_MATH-1096_faf99727,Blocker,src/main/java/org/apache/commons/math3/geometry/enclosing/WelzlEncloser.java,68,78,"/**
 * {@inheritDoc}
 */
public EnclosingBall<S, P> enclose(final List<P> points) {
    if (points == null || points.isEmpty()) {
        // return an empty ball
        return generator.ballOnSupport(new ArrayList<P>());
    }
    // Emo Welzl algorithm with Bernd Gärtner and Linus Källberg improvements
    return pivotingBall(points);
}"
